PKEY;ESTADO;NIVELCONTROL;SUCURSAL;SERIE;CODOPERACION;FECHA;AGENTE;REFERENCIA;ENTIDAD;ENTIDAD_NOMBRE;FORMAPAGO;FORMAPAGO_DES;PERIODICIDAD;PERIODICIDAD_DES;TOTALBRUTO;TOTALDTO;TOTALBASE;TOTALIVA;TOTALNETO;CIF_DNI;DOCENTIDAD;FECHADOCENTIDAD;TRANSPORTISTA;TRANSPORTE_FECHA_ENTREGA_ESTIMADA;TRANSPORTE_FECHA_ENTREGA_EFECTIVA;DEPARTAMENTO;DEPARTAMENTO_DESCRIPCION;TOTALTRANSPORTE;ETIQUETA
456;0;5;1;A;11;06/07/2020 0:00:00;50;;25211;GerMater;3;DOMICILIACION LA CAIXA;2;30 DIAS;362,5;0;362,5;76,13;457,48;B33666547;pedidoaa;03/07/2020 0:00:00;0;;;0;;0;
1101;2;2;101;a;10;09/07/2020 11:10:00;50;;101;Ferretería Real;1;CONTADO;2;30 DIAS;6,4;0,93;5,47;1,15;6,9;B33555214;;01/01/1899 0:00:00;0;;;0;;0;
1102;3;4;1;A;12;25/07/2020 20:44:00;50;;25211;GerMater;3;DOMICILIACION LA CAIXA;2;30 DIAS;235,02;0;235,02;49,35;284,37;B33666547;43022211;25/06/2020 0:00:00;0;;;0;;0;
1103;3;4;1;A;13;02/07/2020 10:54:00;50;;25211;GerMater;3;DOMICILIACION LA CAIXA;2;30 DIAS;2845;0;2845;597,45;3442,45;B33666547;145554A;02/06/2020 0:00:00;0;;;0;;0;
1104;3;4;1;a;14;15/07/2020 11:05:00;50;;101;Ferretería Real;1;CONTADO;2;30 DIAS;186,5;27,04;159,46;33,49;192,95;B33555214;123456887;15/06/2020 0:00:00;0;;;0;;0;
1105;3;4;101;a;15;09/07/2020 11:15:00;25229;;101;Ferretería Real;1;CONTADO;2;30 DIAS;6,4;0,93;5,47;1,15;6,62;B33555214;;01/01/1899 0:00:00;0;;;0;;0;
1106;6;5;1;A;12;26/07/2020 20:45:00;50;;25211;GerMater;3;DOMICILIACION LA CAIXA;2;30 DIAS;235,02;0;235,02;49,35;284,37;B33666547;43022211;26/07/2020 20:45:00;0;;;0;;0;
1107;6;5;101;a;13;09/07/2020 11:16:00;25229;;101;Ferretería Real;1;CONTADO;2;30 DIAS;1000;145;855;179,55;1079,01;B33555214;1348;09/07/2020 11:16:00;0;;;0;;0;
1108;6;6;1;A;98;01/07/2020 17:41:00;50;JULIO;51;Julia;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1720;0;1720;0;1720;09564215X;JULIO;01/07/2020 17:41:00;0;;;0;;0;
1109;6;6;1;A;99;19/07/2020 17:42:00;50;JULIO;25223;Maria Roblades;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1645;0;1645;0;1645;05642630V;JULIO;19/07/2020 17:42:00;0;;;0;;0;
1110;6;6;1;A;100;19/07/2020 17:43:00;50;JULIO;111;Maira;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1645;0;1645;0;1645;66666666Q;JULIO;19/07/2020 17:43:00;0;;;0;;0;
1111;6;6;1;A;101;04/07/2020 17:45:00;50;JULIO;52;Fran;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1645;0;1645;0;1645;09385652L;JULIO;04/07/2020 17:45:00;0;;;0;;0;
1112;6;6;1;A;102;04/07/2020 17:46:00;50;JULIO;53;Manuel;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1645;0;1645;0;1645;96968654X;JULIO;04/07/2020 17:46:00;0;;;0;;0;
1113;6;6;1;A;103;04/07/2020 17:47:00;50;JULIO;50;Marta;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;2100;0;2100;0;2100;09546325Z;JULIO;04/07/2020 17:47:00;0;;;0;;0;
1114;6;6;1;A;104;04/07/2020 17:24:00;50;;25212;EDP ENERGIA, S.A.U.;3;DOMICILIACION LA CAIXA;1;A LA VISTA;150,35;0;150,35;31,57;181,92;A33543547;12000103;04/07/2020 17:24:00;0;;;0;;0;
1115;6;6;1;A;105;03/07/2020 17:24:00;50;;25219;SerAgua;3;DOMICILIACION LA CAIXA;1;A LA VISTA;112;0;112;23,52;135,52;A03221325;1205;03/07/2020 17:24:00;0;;;0;;0;
1116;6;6;1;A;106;04/07/2020 17:28:00;50;;25218;Martin Gomez [alquiler];3;DOMICILIACION LA CAIXA;1;A LA VISTA;1500;0;1500;315;1815;09656021T;2;04/07/2020 17:28:00;0;;;0;;0;
1117;6;6;1;A;107;31/07/2020 18:57:00;50;JULIO;50;Marta;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;2100;0;2100;0;2100;09546325Z;JULIO;31/07/2020 18:57:00;0;;;0;;0;
1118;6;6;1;A;108;01/07/2020 10:58:00;50;JULIO;25228;Anton;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1750;0;1750;0;1750;99888777F;JULIO;01/07/2020 10:58:00;0;;;0;;0;
1119;6;6;1;A;109;01/07/2020 11:00:00;50;JULIO;25229;Javi;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1750;0;1750;0;1750;65470254H;JULIO;01/07/2020 11:00:00;0;;;0;;0;
1120;6;6;1;A;110;14/07/2020 11:08:00;50;;25225;REPSOL;2;TARJETA LA CAIXA;1;A LA VISTA;80;0;80;16,8;96,8;A28235658;AR11254;14/07/2020 11:08:00;0;;;0;;0;
1121;6;6;1;A;111;28/07/2020 11:11:00;50;;25225;REPSOL;2;TARJETA LA CAIXA;1;A LA VISTA;80;0;80;16,8;96,8;A28235658;AR1125455;28/07/2020 11:11:00;0;;;0;;0;
1122;6;6;1;A;112;28/07/2020 11:12:00;50;;25216;informatica ovetense;3;DOMICILIACION LA CAIXA;0;FORMA DEFECTO;1978;0;1978;415,38;2393,38;B33555447;A2020000125;28/07/2020 11:12:00;0;;;0;;0;
1123;6;6;1;A;113;28/07/2020 11:15:00;50;;25216;informatica ovetense;3;DOMICILIACION LA CAIXA;2;30 DIAS;237;0;237;49,77;286,77;B33555447;202000444;28/07/2020 11:15:00;0;;;0;;0;
1124;6;6;1;A;114;15/07/2020 11:22:00;50;;25214;LA CAIXA;3;DOMICILIACION LA CAIXA;1;A LA VISTA;35;0;35;7,35;42,35;A08663619;333331266;15/07/2020 11:22:00;0;;;0;;0;
1125;6;6;1;A;115;04/07/2020 17:24:00;50;;25212;EDP ENERGIA, S.A.U.;3;DOMICILIACION LA CAIXA;1;A LA VISTA;150,35;0;150,35;31,57;181,92;A33543547;12000103;04/07/2020 17:24:00;0;;;0;;0;
1126;6;6;1;A;116;03/07/2020 17:24:00;50;;25219;SerAgua;3;DOMICILIACION LA CAIXA;1;A LA VISTA;112;0;112;23,52;135,52;A03221325;1205;03/07/2020 17:24:00;0;;;0;;0;
1127;6;6;1;A;117;04/07/2020 17:28:00;50;;25218;Martin Gomez [alquiler];3;DOMICILIACION LA CAIXA;1;A LA VISTA;1500;0;1500;315;1815;09656021T;2;04/07/2020 17:28:00;0;;;0;;0;
1138;6;6;1;A;128;18/08/2020 17:42:00;50;AGOSTO;25223;Maria Roblades;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1645;0;1645;0;1645;05642630V;AGOSTO;18/08/2020 17:42:00;0;;;0;;0;
1139;6;6;1;A;129;18/08/2020 17:43:00;50;AGOSTO;111;Maira;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1645;0;1645;0;1645;66666666Q;AGOSTO;18/08/2020 17:43:00;0;;;0;;0;
1140;6;6;1;A;130;03/08/2020 17:45:00;50;AGOSTO;52;Fran;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1645;0;1645;0;1645;09385652L;AGOSTO;03/08/2020 17:45:00;0;;;0;;0;
1141;6;6;1;A;131;03/08/2020 17:46:00;50;AGOSTO;53;Manuel;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1645;0;1645;0;1645;96968654X;AGOSTO;03/08/2020 17:46:00;0;;;0;;0;
1142;6;6;1;A;132;03/08/2020 17:47:00;50;AGOSTO;50;Marta;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;2100;0;2100;0;2100;09546325Z;AGOSTO;03/08/2020 17:47:00;0;;;0;;0;
1143;0;6;1;A;133;02/09/2020 17:24:00;50;SEPTIEMBRE;25212;EDP ENERGIA, S.A.U.;3;DOMICILIACION LA CAIXA;1;A LA VISTA;150,35;0;150,35;31,57;181,92;A33543547;SEPTIEMBRE;02/09/2020 17:24:00;0;;;0;;0;
1144;6;6;1;A;134;01/09/2020 17:24:00;50;SEPTIEMBRE;25219;SerAgua;3;DOMICILIACION LA CAIXA;1;A LA VISTA;112;0;112;23,52;135,52;A03221325;SEPTIEMBRE;01/09/2020 17:24:00;0;;;0;;0;
1145;0;6;1;A;135;02/09/2020 17:28:00;50;SEPTIEMBRE;25218;Martin Gomez [alquiler];3;DOMICILIACION LA CAIXA;1;A LA VISTA;1500;0;1500;315;1815;09656021T;SEPTIEMBRE;02/09/2020 17:28:00;0;;;0;;0;
1146;6;6;1;A;136;30/08/2020 17:41:00;50;AGOSTO;51;Julia;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1720;0;1720;0;1720;09564215X;AGOSTO;30/08/2020 17:41:00;0;;;0;;0;
1147;0;6;1;A;137;17/09/2020 17:42:00;50;SEPTIEMBRE;25223;Maria Roblades;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1645;0;1645;0;1645;05642630V;SEPTIEMBRE;17/09/2020 17:42:00;0;;;0;;0;
1148;0;6;1;A;138;17/09/2020 17:43:00;50;SEPTIEMBRE;111;Maira;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1645;0;1645;0;1645;66666666Q;SEPTIEMBRE;17/09/2020 17:43:00;0;;;0;;0;
1149;0;6;1;A;139;02/09/2020 17:45:00;50;SEPTIEMBRE;52;Fran;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1645;0;1645;0;1645;09385652L;SEPTIEMBRE;02/09/2020 17:45:00;0;;;0;;0;
1150;0;6;1;A;140;02/09/2020 17:46:00;50;SEPTIEMBRE;53;Manuel;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1645;0;1645;0;1645;96968654X;SEPTIEMBRE;02/09/2020 17:46:00;0;;;0;;0;
1151;0;6;1;A;141;02/09/2020 17:47:00;50;SEPTIEMBRE;50;Marta;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;2100;0;2100;0;2100;09546325Z;SEPTIEMBRE;02/09/2020 17:47:00;0;;;0;;0;
1152;2;2;1;A;11;01/11/2020 10:22:00;50;AYUDAS;25211;GerMater;3;DOMICILIACION LA CAIXA;2;30 DIAS;733;0;733;29,32;765,99;B33666547;P1;05/02/2020 0:00:00;0;;;0;;0;
1153;2;2;1;A;12;09/12/2020 12:51:00;50;ANDADOR;25211;GerMater;3;DOMICILIACION LA CAIXA;2;30 DIAS;65;0;65;2,6;67,93;B33666547;001;14/03/2020 0:00:00;0;;;0;;0;
1154;2;2;1;A;13;19/12/2020 12:59:00;50;;25211;GerMater;3;DOMICILIACION LA CAIXA;2;30 DIAS;132,5;0;132,5;27,83;167,22;B33666547;;24/03/2020 0:00:00;0;;;0;;0;
1155;2;2;1;A;14;20/12/2020 13:05:00;50;;25211;GerMater;3;DOMICILIACION LA CAIXA;2;30 DIAS;46,9;0;46,9;1,88;49,01;B33666547;111;25/03/2020 0:00:00;0;;;0;;0;
1156;3;4;1;A;16;08/12/2020 13:02:00;50;ANDADOR;25211;GerMater;3;DOMICILIACION LA CAIXA;2;30 DIAS;65;0;65;2,6;67,6;B33666547;001;08/12/2020 13:02:00;0;;;0;;0;
1157;3;4;1;A;17;14/11/2020 17:33:00;50;AYUDAS;25211;GerMater;3;DOMICILIACION LA CAIXA;2;30 DIAS;4860;0;4860;697,6;5557,6;B33666547;123456;14/11/2020 17:33:00;0;;;0;;0;
1158;3;4;1;A;18;16/11/2020 17:36:00;50;;25211;GerMater;3;DOMICILIACION LA CAIXA;2;30 DIAS;5592;0;5592;622,5;6214,5;B33666547;142254;16/11/2020 17:36:00;0;;;0;;0;
1159;6;5;1;A;14;19/12/2020 0:00:00;50;;25211;GerMater;3;DOMICILIACION LA CAIXA;2;30 DIAS;798;0;798;31,92;833,91;B33666547;001;19/12/2020 0:00:00;0;;;0;;0;
1160;0;5;1;A;15;20/12/2020 0:00:00;50;;25211;GerMater;3;DOMICILIACION LA CAIXA;2;30 DIAS;179,4;0;179,4;29,71;216,23;B33666547;111;20/12/2020 0:00:00;0;;;0;;0;
1161;0;5;1;A;16;16/11/2020 17:36:00;50;AYUDAS;25211;GerMater;3;DOMICILIACION LA CAIXA;2;30 DIAS;4860;0;4860;697,6;5557,6;B33666547;123456;16/11/2020 17:36:00;0;;;0;;0;
1162;0;5;1;A;17;24/11/2020 17:40:00;50;;25211;GerMater;3;DOMICILIACION LA CAIXA;2;30 DIAS;5592;0;5592;622,5;6214,5;B33666547;133254;24/11/2020 17:40:00;0;;;0;;0;
1163;0;5;1;a;18;12/11/2020 18:08:00;50;;101;Ferretería Real;1;CONTADO;2;30 DIAS;521,3;75,59;445,71;93,6;539,31;B33555214;15422;12/11/2020 18:08:00;0;;;0;;0;
1164;0;6;1;A;142;29/09/2020 17:34:00;50;;25219;SerAgua;3;DOMICILIACION LA CAIXA;1;A LA VISTA;112;0;112;23,52;135,52;A03221325;1200;29/09/2020 17:34:00;0;;;0;;0;
1165;0;6;1;A;143;29/09/2020 17:35:00;50;;25214;LA CAIXA;3;DOMICILIACION LA CAIXA;1;A LA VISTA;35;0;35;7,35;42,35;A08663619;333;29/09/2020 17:35:00;0;;;0;;0;
1166;0;6;1;A;144;30/09/2020 17:37:00;50;;25214;LA CAIXA;3;DOMICILIACION LA CAIXA;1;A LA VISTA;35;0;35;7,35;44,17;A08663619;333;30/09/2020 17:37:00;0;;;0;;0;
1167;0;6;1;A;145;29/09/2020 17:38:00;50;;102;(TO) TODO PAPEL;3;DOMICILIACION LA CAIXA;1;A LA VISTA;89,36;0;89,36;18,77;108,13;B33556889;20200001;29/09/2020 17:38:00;0;;;0;;0;
1168;0;6;1;A;146;29/09/2020 17:39:00;50;;102;(TO) TODO PAPEL;3;DOMICILIACION LA CAIXA;1;A LA VISTA;89,36;0;89,36;18,77;112,78;B33556889;20200001;29/09/2020 17:39:00;0;;;0;;0;
1169;0;6;1;A;147;04/10/2020 17:40:00;50;;25215;ecoSoft Consulting;3;DOMICILIACION LA CAIXA;1;A LA VISTA;145;0;145;30,45;175,45;B33567579;20200598;04/10/2020 17:40:00;0;;;0;;0;
1170;0;6;1;A;148;03/10/2020 17:41:00;50;;25216;informatica ovetense;3;DOMICILIACION LA CAIXA;2;30 DIAS;79;0;79;16,59;95,59;B33555447;20200025;03/10/2020 17:41:00;0;;;0;;0;
1171;0;6;1;A;149;28/09/2020 17:42:00;50;;25213;AXA SEGUROS;3;DOMICILIACION LA CAIXA;1;A LA VISTA;945;0;945;0;945;A33564221;202001000;28/09/2020 17:42:00;0;;;0;;0;
1172;0;6;1;A;150;28/09/2020 17:43:00;50;;25218;Martin Gomez [alquiler];3;DOMICILIACION LA CAIXA;1;A LA VISTA;1500;0;1500;315;1815;09656021T;1;28/09/2020 17:43:00;0;;;0;;0;
1173;0;6;1;A;151;05/10/2020 17:44:00;50;;25217;TelecomPrincipado;3;DOMICILIACION LA CAIXA;1;A LA VISTA;374,63;0;374,63;78,67;453,3;B33410001;20201000;05/10/2020 17:44:00;0;;;0;;0;
1174;0;6;1;A;152;27/09/2020 17:51:00;50;OCTUBRE;53;Manuel;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1645;0;1645;0;1645;96968654X;ENERO;27/09/2020 17:51:00;0;;;0;;0;
1175;0;6;1;A;153;29/10/2020 0:00:00;50;NOVIEMBRE;111;Maira;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1645;0;1645;0;1645;66666666Q;NOVIEMBRE;29/10/2020 0:00:00;0;;;0;;0;
1176;0;6;1;A;154;28/11/2020 10:31:00;50;DICIEMBRE;50;Marta;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;2100;0;2100;0;2100;09546325Z;DICIEMBRE;28/11/2020 10:31:00;0;;;0;;0;
1177;0;6;1;A;155;29/10/2020 0:00:00;50;;25219;SerAgua;3;DOMICILIACION LA CAIXA;1;A LA VISTA;112;0;112;23,52;135,52;A03221325;1200;29/10/2020 0:00:00;0;;;0;;0;
1178;0;6;1;A;156;29/10/2020 0:00:00;50;;25214;LA CAIXA;3;DOMICILIACION LA CAIXA;1;A LA VISTA;35;0;35;7,35;44,17;A08663619;333;29/10/2020 0:00:00;0;;;0;;0;
1179;0;6;1;A;157;29/10/2020 0:00:00;50;;102;(TO) TODO PAPEL;3;DOMICILIACION LA CAIXA;1;A LA VISTA;89,36;0;89,36;18,77;108,13;B33556889;20200001;29/10/2020 0:00:00;0;;;0;;0;
1180;0;6;1;A;158;29/10/2020 0:00:00;50;;102;(TO) TODO PAPEL;3;DOMICILIACION LA CAIXA;1;A LA VISTA;230,2;0;230,2;48,34;278,54;B33556889;20200001;29/10/2020 0:00:00;0;;;0;;0;
1181;0;6;1;A;159;29/10/2020 0:00:00;50;;25215;ecoSoft Consulting;3;DOMICILIACION LA CAIXA;1;A LA VISTA;145;0;145;30,45;175,45;B33567579;20200598;29/10/2020 0:00:00;0;;;0;;0;
1182;0;6;1;A;160;29/10/2020 0:00:00;50;;25216;informatica ovetense;3;DOMICILIACION LA CAIXA;2;30 DIAS;79;0;79;16,59;95,59;B33555447;20200025;29/10/2020 0:00:00;0;;;0;;0;
1183;0;6;1;A;161;29/10/2020 0:00:00;50;;25220;EL PARKING;3;DOMICILIACION LA CAIXA;1;A LA VISTA;26;0;26;5,46;31,46;A28636352;2020555501;29/10/2020 0:00:00;0;;;0;;0;
1184;0;6;1;A;162;29/10/2020 0:00:00;50;;25218;Martin Gomez [alquiler];3;DOMICILIACION LA CAIXA;1;A LA VISTA;1500;0;1500;315;1815;09656021T;2;29/10/2020 0:00:00;0;;;0;;0;
1185;0;6;1;A;163;29/10/2020 0:00:00;50;NOVIEMBRE;50;Marta;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;2100;0;2100;0;2100;09546325Z;NOVIEMBRE;29/10/2020 0:00:00;0;;;0;;0;
1186;0;6;1;A;164;29/10/2020 0:00:00;50;NOVIEMBRE;51;Julia;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1720;0;1720;0;1720;09564215X;NOVIEMBRE;29/10/2020 0:00:00;0;;;0;;0;
1187;0;6;1;A;165;29/10/2020 0:00:00;50;NOVIEMBRE;52;Fran;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1645;0;1645;0;1645;09385652L;NOVIEMBRE;29/10/2020 0:00:00;0;;;0;;0;
1188;0;6;1;A;166;29/10/2020 0:00:00;50;NOVIEMBRE;53;Manuel;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1645;0;1645;0;1645;96968654X;NOVIEMBRE;29/10/2020 0:00:00;0;;;0;;0;
1189;0;6;1;A;167;27/11/2020 11:03:00;50;DICIEMBRE;52;Fran;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1645;0;1645;0;1645;09385652L;DICIEMBRE;27/11/2020 11:03:00;0;;;0;;0;
1190;0;6;1;A;168;05/12/2020 11:06:00;50;;25217;TelecomPrincipado;3;DOMICILIACION LA CAIXA;1;A LA VISTA;374,63;0;374,63;78,67;472,78;B33410001;20201003;05/12/2020 11:06:00;0;;;0;;0;
1191;0;6;1;A;169;28/11/2020 12:43:00;50;;25212;EDP ENERGIA, S.A.U.;3;DOMICILIACION LA CAIXA;1;A LA VISTA;150,35;0;150,35;31,57;189,74;A33543547;12000003;28/11/2020 12:43:00;0;;;0;;0;
1192;0;6;1;A;170;28/11/2020 12:46:00;50;;25219;SerAgua;3;DOMICILIACION LA CAIXA;1;A LA VISTA;112;0;112;23,52;141,34;A03221325;1203;28/11/2020 12:46:00;0;;;0;;0;
1194;0;6;1;A;172;28/11/2020 12:48:00;50;;25214;LA CAIXA;3;DOMICILIACION LA CAIXA;1;A LA VISTA;35;0;35;7,35;44,17;A08663619;33333;28/11/2020 12:48:00;0;;;0;;0;
1196;0;6;1;A;174;28/11/2020 12:50:00;50;;25216;informatica ovetense;3;DOMICILIACION LA CAIXA;2;30 DIAS;79;0;79;16,59;99,7;B33555447;20200042;28/11/2020 12:50:00;0;;;0;;0;
1197;0;6;1;A;175;29/09/2020 17:20:00;50;;25212;EDP ENERGIA, S.A.U.;3;DOMICILIACION LA CAIXA;1;A LA VISTA;150,35;0;150,35;31,57;181,92;A33543547;12000003;29/09/2020 17:20:00;0;;;0;;0;
1198;0;6;1;A;176;31/10/2020 17:21:00;50;;25212;EDP ENERGIA, S.A.U.;3;DOMICILIACION LA CAIXA;1;A LA VISTA;422;0;422;88,62;510,62;A33543547;12000003;31/10/2020 17:21:00;0;;;0;;0;
1199;0;6;1;A;177;31/10/2020 17:23:00;50;;25219;SerAgua;3;DOMICILIACION LA CAIXA;1;A LA VISTA;112;0;112;23,52;135,52;A03221325;1204;31/10/2020 17:23:00;0;;;0;;0;
1200;0;6;1;A;178;31/10/2020 17:26:00;50;;25217;TelecomPrincipado;3;DOMICILIACION LA CAIXA;1;A LA VISTA;374,63;0;374,63;78,67;453,3;B33410001;20201042;31/10/2020 17:26:00;0;;;0;;0;
1201;0;6;1;A;179;01/11/2020 17:27:00;50;;25214;LA CAIXA;3;DOMICILIACION LA CAIXA;1;A LA VISTA;35;0;35;7,35;42,35;A08663619;25632;01/11/2020 17:27:00;0;;;0;;0;
1202;0;6;1;A;180;28/11/2020 17:27:00;50;;25218;Martin Gomez [alquiler];3;DOMICILIACION LA CAIXA;1;A LA VISTA;1500;0;1500;315;1815;09656021T;2;28/11/2020 17:27:00;0;;;0;;0;
1203;0;6;1;A;181;03/11/2020 17:28:00;50;REPARACION;25224;Talleres el Real;4;TRANSFERENCIA LA CAIXA;2;30 DIAS;4250;0;4250;892,5;5142,5;B33968574;;03/11/2020 17:28:00;0;;;0;;0;
1204;0;6;1;A;182;06/10/2020 17:30:00;50;OCTUBRE;50;Marta;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;2100;0;2100;0;2100;09546325Z;OCTUBRE;06/10/2020 0:00:00;0;;;0;;0;
1205;0;6;1;A;183;03/11/2020 17:29:00;50;;25225;REPSOL;2;TARJETA LA CAIXA;1;A LA VISTA;98;0;98;20,58;118,58;A28235658;A123456AA;03/11/2020 17:29:00;0;;;0;;0;
1206;0;6;1;A;184;11/11/2020 17:30:00;50;;25225;REPSOL;2;TARJETA LA CAIXA;1;A LA VISTA;98;0;98;20,58;118,58;A28235658;A12345334;11/11/2020 17:30:00;0;;;0;;0;
1207;0;6;1;A;185;06/10/2020 17:31:00;50;OCTUBRE;51;Julia;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1720;0;1720;0;1720;09564215X;OCTUBRE;06/10/2020 0:00:00;0;;;0;;0;
1208;0;6;1;A;186;14/11/2020 17:31:00;50;;25225;REPSOL;2;TARJETA LA CAIXA;1;A LA VISTA;98;0;98;20,58;118,58;A28235658;A12345321A;14/11/2020 17:31:00;0;;;0;;0;
1209;0;6;1;A;187;29/10/2020 17:32:00;50;NOVIEMBRE;25223;Maria Roblades;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1645;0;1645;0;1645;05642630V;NOVIEMBRE;29/10/2020 0:00:00;0;;;0;;0;
1210;0;6;1;A;188;28/09/2020 17:32:00;50;OCTUBRE;52;Fran;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1645;0;1645;0;1645;09385652L;ENERO;28/09/2020 17:32:00;0;;;0;;0;
1211;0;6;1;A;189;15/12/2020 17:35:00;50;DICIEMBRE;51;Julia;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1720;0;1720;0;1720;09564215X;DICIEMBRE;15/12/2020 17:35:00;0;;;0;;0;
1212;0;6;1;A;190;15/12/2020 17:35:00;50;DICIEMBRE;53;Manuel;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1645;0;1645;0;1645;96968654X;DICIEMBRE;15/12/2020 17:35:00;0;;;0;;0;
1213;0;6;1;A;191;15/12/2020 17:36:00;50;DICIEMBRE;111;Maira;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1645;0;1645;0;1645;66666666Q;DICIEMBRE;15/12/2020 17:36:00;0;;;0;;0;
1215;0;6;1;A;193;16/11/2020 17:48:00;50;;25220;EL PARKING;3;DOMICILIACION LA CAIXA;1;A LA VISTA;32;0;32;0;32;A28636352;2020555572;16/11/2020 17:48:00;0;;;0;;0;
1251;0;6;1;A;194;02/01/2021 17:34:00;50;;25219;SerAgua;3;DOMICILIACION LA CAIXA;1;A LA VISTA;112;0;112;23,52;135,52;A03221325;1200;02/01/2021 17:34:00;0;;;0;;0;
1252;0;6;1;A;195;02/01/2021 17:35:00;50;;25214;LA CAIXA;3;DOMICILIACION LA CAIXA;1;A LA VISTA;35;0;35;7,35;42,35;A08663619;333;02/01/2021 17:35:00;0;;;0;;0;
1253;0;6;1;A;196;03/01/2021 17:37:00;50;;25214;LA CAIXA;3;DOMICILIACION LA CAIXA;1;A LA VISTA;35;0;35;7,35;44,17;A08663619;333;03/01/2021 17:37:00;0;;;0;;0;
1254;0;6;1;A;197;02/01/2021 17:38:00;50;;102;(TO) TODO PAPEL;3;DOMICILIACION LA CAIXA;1;A LA VISTA;89,36;0;89,36;18,77;108,13;B33556889;20200001;02/01/2021 17:38:00;0;;;0;;0;
1255;6;6;1;A;198;02/01/2021 17:39:00;50;;102;(TO) TODO PAPEL;3;DOMICILIACION LA CAIXA;1;A LA VISTA;89,36;0;89,36;18,77;112,78;B33556889;20200001;02/01/2021 17:39:00;0;;;0;;0;
1256;0;6;1;A;199;07/01/2021 17:40:00;50;;25215;ecoSoft Consulting;3;DOMICILIACION LA CAIXA;1;A LA VISTA;145;0;145;30,45;175,45;B33567579;20200598;07/01/2021 17:40:00;0;;;0;;0;
1257;0;6;1;A;200;06/01/2021 17:41:00;50;;25216;informatica ovetense;3;DOMICILIACION LA CAIXA;2;30 DIAS;79;0;79;16,59;95,59;B33555447;20200025;06/01/2021 17:41:00;0;;;0;;0;
1258;0;6;1;A;201;01/01/2021 17:42:00;50;;25213;AXA SEGUROS;3;DOMICILIACION LA CAIXA;1;A LA VISTA;945;0;945;0;945;A33564221;202001000;01/01/2021 17:42:00;0;;;0;;0;
1259;0;6;1;A;202;01/01/2021 17:43:00;50;;25218;Martin Gomez [alquiler];3;DOMICILIACION LA CAIXA;1;A LA VISTA;1500;0;1500;315;1815;09656021T;1;01/01/2021 17:43:00;0;;;0;;0;
1260;0;6;1;A;203;08/01/2021 17:44:00;50;;25217;TelecomPrincipado;3;DOMICILIACION LA CAIXA;1;A LA VISTA;374,63;0;374,63;78,67;453,3;B33410001;20201000;08/01/2021 17:44:00;0;;;0;;0;
1261;6;6;1;A;204;31/12/2020 17:51:00;50;ENERO;53;Manuel;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1645;0;1645;0;1645;96968654X;ENERO;31/12/2020 17:51:00;0;;;0;;0;
1262;0;6;1;A;205;01/02/2021 0:00:00;50;FEBRERO;111;Maira;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1645;0;1645;0;1645;66666666Q;FEBRERO;01/02/2021 0:00:00;0;;;0;;0;
1263;2;2;1;A;15;04/02/2021 10:22:00;50;AYUDAS;25211;GerMater;3;DOMICILIACION LA CAIXA;2;30 DIAS;733;0;733;29,32;765,99;B33666547;P1;05/02/2020 0:00:00;0;;;0;;0;
